OrderNumber,OrderDate,Customer Name Index,Channel,Warehouse Code,Delivery Region Index,Product Description Index,Order Quantity,Unit Price,Total Revenue,Total Unit Cost
SO - 0002529,17-03-2014,49,Wholesale,NXH382,51,7,7,2820.7,19744.9,2228.35
SO - 0002530,17-03-2014,31,Distributor,AXW291,29,6,6,1755.4,10532.4,1228.78
SO - 0002531,17-03-2014,27,Wholesale,AXW291,26,1,7,1139,7973,706.18
SO - 0002532,17-03-2014,8,Distributor,AXW291,14,5,5,5152.3,25761.5,4173.36
SO - 0002533,17-03-2014,19,Distributor,AXW291,25,1,11,3832.4,42156.4,3027.6
SO - 0002534,18-03-2014,48,Wholesale,NXH382,59,7,7,1815.7,12709.9,1325.46
SO - 0002535,18-03-2014,9,Wholesale,AXW291,28,5,7,5360,37520,2840.8
SO - 0002536,18-03-2014,30,Wholesale,AXW291,6,13,12,1118.9,13426.8,783.23
SO - 0002537,19-03-2014,18,Wholesale,FLR025,66,13,10,3577.8,35778,2003.57
SO - 0002538,19-03-2014,23,Distributor,AXW291,31,11,11,3832.4,42156.4,1686.26
SO - 0002539,19-03-2014,30,Wholesale,NXH382,49,12,10,1112.2,11122,867.52
SO - 0002540,19-03-2014,42,Wholesale,AXW291,19,11,9,3852.5,34672.5,2272.98
SO - 0002541,19-03-2014,14,Wholesale,AXW291,15,11,11,180.9,1989.9,92.26
SO - 0002542,19-03-2014,44,Wholesale,GUT930,41,7,5,5594.5,27972.5,2629.42
SO - 0002543,20-03-2014,5,Export,FLR025,64,11,9,3644.8,32803.2,2587.81
SO - 0002544,20-03-2014,19,Wholesale,NXH382,48,2,6,1239.5,7437,1028.79
SO - 0002545,21-03-2014,42,Wholesale,NXH382,52,2,12,690.1,8281.2,441.66
SO - 0002546,21-03-2014,44,Distributor,GUT930,36,9,11,837.5,9212.5,703.5
SO - 0002547,21-03-2014,10,Wholesale,GUT930,43,11,11,2458.9,27047.9,1549.11
SO - 0002548,21-03-2014,46,Export,GUT930,40,2,11,1922.9,21151.9,1576.78
SO - 0002549,21-03-2014,48,Wholesale,GUT930,46,13,10,3872.6,38726,2323.56
SO - 0002550,21-03-2014,31,Export,GUT930,32,9,10,1715.2,17152,1337.86
SO - 0002551,22-03-2014,6,Export,AXW291,5,11,11,3859.2,42451.2,1929.6
SO - 0002552,22-03-2014,5,Wholesale,NXH382,55,2,6,3892.7,23356.2,1829.57
SO - 0002553,22-03-2014,39,Export,NXH382,48,7,9,1085.4,9768.6,890.03
SO - 0002554,22-03-2014,18,Wholesale,AXW291,28,2,8,931.3,7450.4,409.77
SO - 0002555,22-03-2014,26,Wholesale,AXW291,24,13,12,1145.7,13748.4,733.25
SO - 0002556,22-03-2014,17,Wholesale,NXH382,57,2,11,2405.3,26458.3,986.17
SO - 0002557,22-03-2014,4,Distributor,AXW291,9,10,8,4006.6,32052.8,1843.04
SO - 0002558,23-03-2014,32,Wholesale,FLR025,64,2,7,201,1407,106.53
SO - 0002559,23-03-2014,17,Wholesale,NXH382,53,2,7,227.8,1594.6,170.85
SO - 0002560,23-03-2014,1,Wholesale,GUT930,44,11,9,3845.8,34612.2,1845.98
SO - 0002561,23-03-2014,39,Wholesale,GUT930,37,11,9,3825.7,34431.3,2295.42
SO - 0002562,24-03-2014,24,Distributor,AXW291,29,5,7,4013.3,28093.1,2287.58
SO - 0002563,25-03-2014,7,Wholesale,AXW291,28,9,12,261.3,3135.6,201.2
SO - 0002564,25-03-2014,43,Wholesale,AXW291,1,7,12,167.5,2010,103.85
SO - 0002565,25-03-2014,42,Distributor,AXW291,18,7,5,1125.6,5628,709.13
SO - 0002566,25-03-2014,45,Export,AXW291,22,6,9,3819,34371,2176.83
SO - 0002567,25-03-2014,23,Distributor,NXH382,51,2,5,5453.8,27269,3163.2
SO - 0002568,25-03-2014,27,Export,FLR025,63,6,6,2291.4,13748.4,1191.53
SO - 0002569,25-03-2014,13,Wholesale,GUT930,41,13,11,1762.1,19383.1,1321.58
SO - 0002570,25-03-2014,32,Distributor,FLR025,63,11,8,911.2,7289.6,428.26
SO - 0002571,25-03-2014,27,Export,AXW291,7,12,8,2311.5,18492,1641.17
SO - 0002572,26-03-2014,29,Wholesale,GUT930,43,11,8,6210.9,49687.2,4471.85
SO - 0002573,26-03-2014,22,Distributor,NXH382,49,7,7,5306.4,37144.8,4351.25
SO - 0002574,26-03-2014,14,Distributor,AXW291,17,2,9,2740.3,24662.7,1863.4
SO - 0002575,27-03-2014,15,Export,GUT930,39,11,6,1118.9,6713.4,906.31
SO - 0002576,27-03-2014,29,Wholesale,AXW291,23,13,12,1098.8,13185.6,725.21
SO - 0002577,27-03-2014,41,Wholesale,AXW291,30,7,8,958.1,7664.8,795.22
SO - 0002578,27-03-2014,18,Wholesale,FLR025,65,1,11,6217.6,68393.6,4911.9
SO - 0002579,27-03-2014,28,Distributor,FLR025,65,13,11,917.9,10096.9,559.92
SO - 0002580,28-03-2014,22,Wholesale,GUT930,41,13,7,1132.3,7926.1,554.83
SO - 0002581,28-03-2014,30,Wholesale,GUT930,36,2,5,1695.1,8475.5,830.6
SO - 0002582,28-03-2014,4,Wholesale,AXW291,11,13,9,998.3,8984.7,798.64
SO - 0002583,28-03-2014,20,Export,AXW291,25,7,10,1701.8,17018,867.92
SO - 0002584,28-03-2014,9,Distributor,FLR025,63,9,11,1025.1,11276.1,707.32
SO - 0002585,29-03-2014,46,Export,AXW291,12,9,9,261.3,2351.7,203.81
SO - 0002586,29-03-2014,45,Wholesale,GUT930,39,5,12,1092.1,13105.2,611.58
SO - 0002587,29-03-2014,48,Export,AXW291,24,13,12,268,3216,227.8
SO - 0002588,29-03-2014,34,Wholesale,AXW291,30,7,8,2271.3,18170.4,1067.51
SO - 0002589,29-03-2014,4,Wholesale,GUT930,40,5,7,723.6,5065.2,405.22
SO - 0002590,29-03-2014,32,Distributor,NXH382,56,1,5,5634.7,28173.5,4169.68
SO - 0002591,29-03-2014,18,Distributor,AXW291,19,2,7,1715.2,12006.4,788.99
SO - 0002592,31-03-2014,47,Wholesale,NXH382,58,3,12,944.7,11336.4,774.65
SO - 0002593,31-03-2014,11,Wholesale,AXW291,6,11,7,2391.9,16743.3,1626.49
SO - 0002594,31-03-2014,36,Wholesale,AXW291,25,8,8,1701.8,13614.4,1140.21
SO - 0002595,31-03-2014,44,Wholesale,NXH382,56,5,11,3470.6,38176.6,2845.89
SO - 0002596,01-04-2014,19,Wholesale,NXH382,59,7,11,844.2,9286.2,692.24
SO - 0002597,01-04-2014,5,Wholesale,AXW291,13,8,12,1326.6,15919.2,1074.55
SO - 0002598,01-04-2014,34,Export,FLR025,61,7,8,4006.6,32052.8,1762.9
SO - 0002599,02-04-2014,23,Wholesale,FLR025,63,5,5,1045.2,5226,637.57
SO - 0002600,02-04-2014,28,Distributor,GUT930,40,7,11,2653.2,29185.2,1326.6
SO - 0002601,02-04-2014,9,Wholesale,AXW291,8,9,12,6137.2,73646.4,3375.46
SO - 0002602,02-04-2014,48,Wholesale,AXW291,7,5,7,3785.5,26498.5,1514.2
SO - 0002603,02-04-2014,17,Distributor,NXH382,51,4,9,3557.7,32019.3,2170.2
SO - 0002604,03-04-2014,48,Wholesale,AXW291,23,3,11,5688.3,62571.3,3356.1
SO - 0002605,03-04-2014,47,Distributor,GUT930,34,1,9,247.9,2231.1,153.7
SO - 0002606,03-04-2014,44,Distributor,AXW291,23,12,5,187.6,938,125.69
SO - 0002607,03-04-2014,5,Wholesale,AXW291,5,4,12,1728.6,20743.2,1331.02
SO - 0002608,03-04-2014,14,Export,GUT930,42,13,11,1333.3,14666.3,706.65
SO - 0002609,03-04-2014,25,Wholesale,AXW291,22,9,11,857.6,9433.6,471.68
SO - 0002610,03-04-2014,49,Wholesale,AXW291,2,5,10,1788.9,17889,751.34
SO - 0002611,04-04-2014,39,Wholesale,NXH382,52,2,8,1246.2,9969.6,922.19
SO - 0002612,04-04-2014,33,Export,GUT930,32,3,7,1139,7973,854.25
SO - 0002613,04-04-2014,20,Distributor,AXW291,9,5,8,2566.1,20528.8,1385.69
SO - 0002614,04-04-2014,21,Wholesale,NXH382,57,11,7,1112.2,7785.4,489.37
SO - 0002615,04-04-2014,17,Wholesale,NXH382,55,13,8,1025.1,8200.8,871.34
SO - 0002616,04-04-2014,23,Distributor,NXH382,59,13,9,187.6,1688.4,91.92
SO - 0002617,05-04-2014,34,Distributor,AXW291,30,2,7,6264.5,43851.5,4698.38
SO - 0002618,05-04-2014,43,Distributor,GUT930,35,1,6,174.2,1045.2,125.42
SO - 0002619,05-04-2014,24,Wholesale,AXW291,16,13,7,3825.7,26779.9,2180.65
SO - 0002620,05-04-2014,2,Wholesale,GUT930,42,3,10,1025.1,10251,738.07
SO - 0002621,05-04-2014,12,Distributor,GUT930,35,7,6,978.2,5869.2,665.18
SO - 0002622,06-04-2014,19,Wholesale,GUT930,39,2,8,5319.8,42558.4,2766.3
SO - 0002623,06-04-2014,20,Export,AXW291,29,7,9,1869.3,16823.7,1177.66
SO - 0002624,06-04-2014,50,Distributor,AXW291,18,2,10,1085.4,10854,911.74
SO - 0002625,06-04-2014,22,Export,AXW291,20,5,6,1072,6432,503.84
SO - 0002626,06-04-2014,42,Wholesale,GUT930,38,13,7,261.3,1829.1,216.88
SO - 0002627,06-04-2014,8,Wholesale,NXH382,54,1,11,3912.8,43040.8,3091.11
SO - 0002628,06-04-2014,25,Export,AXW291,24,1,7,2673.3,18713.1,1176.25
SO - 0002629,06-04-2014,41,Wholesale,GUT930,37,7,9,1045.2,9406.8,553.96
SO - 0002630,06-04-2014,16,Wholesale,AXW291,29,7,6,2412,14472,1061.28
SO - 0002631,07-04-2014,4,Distributor,GUT930,40,7,12,1018.4,12220.8,417.54
SO - 0002632,07-04-2014,46,Wholesale,AXW291,6,7,7,2257.9,15805.3,1896.64
SO - 0002633,07-04-2014,15,Wholesale,AXW291,26,5,10,2907.8,29078,2297.16
SO - 0002634,07-04-2014,46,Wholesale,AXW291,11,11,7,1125.6,7879.2,585.31
SO - 0002635,07-04-2014,21,Wholesale,FLR025,60,5,12,1072,12864,525.28
SO - 0002636,08-04-2014,38,Wholesale,NXH382,60,2,9,1809,16281,1139.67
SO - 0002637,08-04-2014,22,Wholesale,FLR025,63,1,10,1025.1,10251,533.05
SO - 0002638,08-04-2014,38,Wholesale,GUT930,45,11,11,3953,43483,1976.5
SO - 0002639,08-04-2014,19,Wholesale,AXW291,5,1,6,2371.8,14230.8,2016.03
SO - 0002640,08-04-2014,39,Distributor,GUT930,42,13,7,2358.4,16508.8,1462.21
SO - 0002641,09-04-2014,2,Wholesale,AXW291,23,7,10,2613,26130,1620.06
SO - 0002642,09-04-2014,13,Distributor,FLR025,62,1,6,904.5,5427,452.25
SO - 0002643,09-04-2014,12,Wholesale,AXW291,14,1,11,1025.1,11276.1,584.31
SO - 0002644,09-04-2014,18,Distributor,NXH382,47,9,9,3852.5,34672.5,2504.13
SO - 0002645,10-04-2014,48,Wholesale,NXH382,58,12,7,227.8,1594.6,95.68
SO - 0002646,10-04-2014,32,Wholesale,AXW291,25,10,11,2345,25795,1618.05
SO - 0002647,10-04-2014,44,Distributor,AXW291,6,7,12,1969.8,23637.6,787.92
SO - 0002648,11-04-2014,11,Wholesale,GUT930,45,1,11,2586.2,28448.2,1293.1
SO - 0002649,11-04-2014,10,Distributor,AXW291,30,8,11,5748.6,63234.6,3736.59
SO - 0002650,11-04-2014,36,Distributor,GUT930,36,11,10,221.1,2211,170.25
SO - 0002651,12-04-2014,24,Distributor,AXW291,12,12,12,3832.4,45988.8,2835.98
SO - 0002652,13-04-2014,11,Wholesale,FLR025,63,2,6,6411.9,38471.4,4167.74
SO - 0002653,13-04-2014,12,Wholesale,AXW291,22,1,5,1031.8,5159,515.9
SO - 0002654,13-04-2014,45,Export,FLR025,63,12,10,3819,38190,1603.98
SO - 0002655,13-04-2014,19,Wholesale,FLR025,62,7,10,1728.6,17286,985.3
SO - 0002656,14-04-2014,25,Wholesale,NXH382,58,7,6,2291.4,13748.4,1649.81
SO - 0002657,14-04-2014,30,Wholesale,AXW291,6,7,5,4006.6,20033,3205.28
SO - 0002658,14-04-2014,20,Distributor,AXW291,18,2,9,3946.3,35516.7,1736.37
SO - 0002659,14-04-2014,20,Distributor,GUT930,33,8,12,5896,70752,4127.2
SO - 0002660,14-04-2014,50,Wholesale,FLR025,65,7,10,2425.4,24254,2013.08
SO - 0002661,14-04-2014,33,Wholesale,NXH382,51,2,7,1145.7,8019.9,962.39
SO - 0002662,15-04-2014,44,Wholesale,GUT930,43,1,12,3604.6,43255.2,2234.85
SO - 0002663,15-04-2014,13,Wholesale,AXW291,26,4,5,1031.8,5159,701.62
SO - 0002664,16-04-2014,46,Distributor,AXW291,28,2,5,2633.1,13165.5,2106.48
SO - 0002665,16-04-2014,39,Distributor,AXW291,23,5,5,2954.7,14773.5,1300.07
SO - 0002666,16-04-2014,4,Wholesale,AXW291,30,11,11,1051.9,11570.9,715.29
SO - 0002667,17-04-2014,9,Wholesale,GUT930,44,5,9,864.3,7778.7,726.01
SO - 0002668,17-04-2014,37,Distributor,NXH382,56,1,10,1996.6,19966,1557.35
SO - 0002669,17-04-2014,30,Distributor,GUT930,31,2,7,3953,27671,2529.92
SO - 0002670,17-04-2014,46,Wholesale,AXW291,3,7,12,3959.7,47516.4,2811.39
SO - 0002671,17-04-2014,2,Export,AXW291,16,9,8,234.5,1876,194.64
SO - 0002672,17-04-2014,17,Export,AXW291,25,3,10,2211,22110,1503.48
SO - 0002673,17-04-2014,30,Distributor,AXW291,26,7,12,1172.5,14070,562.8
SO - 0002674,17-04-2014,37,Distributor,FLR025,66,11,11,227.8,2505.8,91.12
SO - 0002675,17-04-2014,18,Wholesale,AXW291,29,11,11,1795.6,19751.6,1023.49
SO - 0002676,18-04-2014,17,Distributor,NXH382,56,1,12,1922.9,23074.8,1134.51
SO - 0002677,18-04-2014,49,Wholesale,AXW291,11,7,12,2572.8,30873.6,1878.14
SO - 0002678,18-04-2014,39,Export,GUT930,33,5,8,830.8,6646.4,581.56
SO - 0002679,18-04-2014,46,Distributor,NXH382,54,13,8,924.6,7396.8,711.94
SO - 0002680,18-04-2014,38,Distributor,AXW291,21,11,5,5266.2,26331,2369.79
SO - 0002681,18-04-2014,33,Distributor,AXW291,5,11,10,3852.5,38525,3197.58
SO - 0002682,19-04-2014,3,Distributor,FLR025,60,11,6,951.4,5708.4,513.76
SO - 0002683,19-04-2014,18,Export,AXW291,20,2,12,2914.5,34974,1311.53
SO - 0002684,19-04-2014,48,Wholesale,FLR025,61,7,5,2418.7,12093.5,1620.53
SO - 0002685,19-04-2014,36,Distributor,AXW291,28,3,9,2539.3,22853.7,1523.58
SO - 0002686,19-04-2014,10,Distributor,NXH382,50,1,11,2251.2,24763.2,1148.11
SO - 0002687,20-04-2014,10,Export,AXW291,29,1,6,5246.1,31476.6,2780.43
SO - 0002688,20-04-2014,36,Distributor,NXH382,50,7,12,924.6,11095.2,591.74
SO - 0002689,20-04-2014,42,Distributor,AXW291,24,7,9,1031.8,9286.2,650.03
SO - 0002690,20-04-2014,46,Wholesale,NXH382,51,9,10,1855.9,18559,1317.69
SO - 0002691,21-04-2014,1,Distributor,AXW291,3,7,7,1031.8,7222.6,588.13
SO - 0002692,21-04-2014,32,Wholesale,AXW291,17,13,10,1293.1,12931,724.14
SO - 0002693,21-04-2014,13,Wholesale,AXW291,15,5,8,1038.5,8308,508.87
SO - 0002694,21-04-2014,18,Wholesale,AXW291,24,7,11,1728.6,19014.6,1037.16
SO - 0002695,21-04-2014,43,Wholesale,FLR025,63,13,5,234.5,1172.5,173.53
SO - 0002696,21-04-2014,41,Export,GUT930,42,2,8,3953,31624,2253.21
SO - 0002697,22-04-2014,38,Wholesale,NXH382,58,1,10,710.2,7102,553.96
SO - 0002698,22-04-2014,48,Distributor,AXW291,15,1,10,1762.1,17621,1286.33
SO - 0002699,22-04-2014,2,Distributor,AXW291,13,2,9,1829.1,16461.9,1335.24
SO - 0002700,22-04-2014,36,Export,NXH382,48,1,12,2345,28140,1289.75
SO - 0002701,22-04-2014,3,Export,AXW291,31,1,7,5755.3,40287.1,3683.39
SO - 0002702,22-04-2014,20,Wholesale,AXW291,14,1,10,1092.1,10921,491.45
SO - 0002703,22-04-2014,50,Wholesale,AXW291,16,13,8,2854.2,22833.6,1427.1
SO - 0002704,22-04-2014,14,Wholesale,NXH382,59,13,8,1031.8,8254.4,423.04
SO - 0002705,22-04-2014,17,Wholesale,AXW291,25,14,7,1112.2,7785.4,544.98
SO - 0002706,22-04-2014,47,Wholesale,GUT930,33,13,7,3731.9,26123.3,1604.72
SO - 0002707,22-04-2014,28,Wholesale,GUT930,39,1,9,2572.8,23155.2,1955.33
SO - 0002708,22-04-2014,18,Export,AXW291,27,11,8,261.3,2090.4,143.72
SO - 0002709,22-04-2014,4,Distributor,AXW291,27,2,10,227.8,2278,152.63
SO - 0002710,22-04-2014,44,Wholesale,FLR025,65,1,7,1983.2,13882.4,1110.59
SO - 0002711,23-04-2014,17,Export,GUT930,43,1,9,268,2412,219.76
SO - 0002712,23-04-2014,18,Export,NXH382,58,7,10,3932.9,39329,2123.77
SO - 0002713,23-04-2014,11,Wholesale,AXW291,17,13,11,2291.4,25205.4,1672.72
SO - 0002714,23-04-2014,18,Export,FLR025,60,7,7,6197.5,43382.5,5019.98
SO - 0002715,23-04-2014,27,Wholesale,NXH382,51,11,6,3839.1,23034.6,2495.42
SO - 0002716,23-04-2014,5,Distributor,AXW291,5,1,5,1058.6,5293,793.95
SO - 0002717,23-04-2014,17,Distributor,AXW291,12,1,9,877.7,7899.3,579.28
SO - 0002718,23-04-2014,18,Wholesale,NXH382,49,6,6,6083.6,36501.6,5171.06
SO - 0002719,23-04-2014,39,Distributor,GUT930,39,5,9,3979.8,35818.2,3024.65
SO - 0002720,23-04-2014,47,Distributor,FLR025,61,5,6,3906.1,23436.6,3163.94
SO - 0002721,24-04-2014,17,Wholesale,AXW291,2,14,10,6311.4,63114,4986.01
SO - 0002722,24-04-2014,47,Export,AXW291,23,2,9,2619.7,23577.3,1493.23
SO - 0002723,24-04-2014,20,Distributor,GUT930,40,5,11,3490.7,38397.7,1396.28
SO - 0002724,24-04-2014,12,Wholesale,NXH382,48,1,5,234.5,1172.5,117.25
SO - 0002725,24-04-2014,15,Wholesale,AXW291,24,5,6,1125.6,6753.6,585.31
SO - 0002726,24-04-2014,41,Wholesale,AXW291,22,2,12,2633.1,31597.2,1211.23
SO - 0002727,25-04-2014,42,Export,FLR025,64,11,9,1005,9045,854.25
SO - 0002728,25-04-2014,47,Distributor,NXH382,52,11,11,1112.2,12234.2,878.64
SO - 0002729,25-04-2014,21,Distributor,FLR025,60,13,8,2525.9,20207.2,1995.46
SO - 0002730,25-04-2014,4,Wholesale,NXH382,51,5,8,187.6,1500.8,91.92
SO - 0002731,25-04-2014,20,Distributor,GUT930,44,2,12,1996.6,23959.2,1317.76
SO - 0002732,26-04-2014,23,Distributor,AXW291,3,13,8,2546,20368,2062.26
SO - 0002733,26-04-2014,25,Wholesale,AXW291,24,5,7,1125.6,7879.2,754.15
SO - 0002734,26-04-2014,11,Wholesale,FLR025,64,1,5,2539.3,12696.5,1828.3
SO - 0002735,26-04-2014,8,Export,NXH382,47,5,9,2318.2,20863.8,1275.01
SO - 0002736,26-04-2014,43,Wholesale,AXW291,14,2,5,3999.9,19999.5,1919.95
SO - 0002737,26-04-2014,20,Wholesale,AXW291,14,7,10,1232.8,12328,678.04
SO - 0002738,26-04-2014,20,Distributor,NXH382,47,7,6,864.3,5185.8,371.65
SO - 0002739,26-04-2014,11,Distributor,NXH382,55,1,12,3356.7,40280.4,2316.12
SO - 0002740,27-04-2014,11,Distributor,FLR025,61,2,11,3999.9,43998.9,1879.95
SO - 0002741,27-04-2014,48,Wholesale,AXW291,1,7,9,1775.5,15979.5,1473.67
SO - 0002742,27-04-2014,48,Wholesale,GUT930,42,11,9,1018.4,9165.6,784.17
SO - 0002743,27-04-2014,4,Wholesale,AXW291,17,8,12,3879.3,46551.6,3142.23
SO - 0002744,27-04-2014,15,Wholesale,AXW291,24,11,12,2753.7,33044.4,1349.31
SO - 0002745,27-04-2014,1,Distributor,NXH382,57,4,12,1098.8,13185.6,780.15
SO - 0002746,27-04-2014,9,Distributor,NXH382,54,7,10,167.5,1675,82.08
SO - 0002747,27-04-2014,21,Export,NXH382,50,3,12,1045.2,12542.4,438.98
SO - 0002748,28-04-2014,19,Wholesale,FLR025,63,2,6,174.2,1045.2,146.33
SO - 0002749,28-04-2014,37,Distributor,AXW291,3,13,10,1098.8,10988,879.04
SO - 0002750,28-04-2014,18,Wholesale,NXH382,47,1,10,2231.1,22311,1316.35
SO - 0002751,28-04-2014,1,Wholesale,AXW291,4,5,7,944.7,6612.9,547.93
SO - 0002752,28-04-2014,22,Wholesale,AXW291,26,1,8,1025.1,8200.8,481.8
SO - 0002753,28-04-2014,13,Wholesale,FLR025,66,14,6,3939.6,23637.6,2836.51
SO - 0002754,28-04-2014,49,Wholesale,AXW291,18,13,11,6371.7,70088.7,5033.64
SO - 0002755,28-04-2014,48,Distributor,AXW291,22,3,10,904.5,9045,606.02
SO - 0002756,29-04-2014,28,Wholesale,FLR025,61,7,5,6358.3,31791.5,3942.15
SO - 0002757,29-04-2014,21,Wholesale,GUT930,36,1,11,167.5,1842.5,103.85
SO - 0002758,29-04-2014,14,Wholesale,AXW291,24,7,8,904.5,7236,642.2
SO - 0002759,29-04-2014,3,Export,AXW291,6,7,12,3939.6,47275.2,3072.89
SO - 0002760,29-04-2014,26,Wholesale,NXH382,58,11,10,3738.6,37386,2766.56
SO - 0002761,30-04-2014,45,Export,AXW291,23,2,5,971.5,4857.5,806.35
SO - 0002762,30-04-2014,50,Wholesale,AXW291,24,7,12,1098.8,13185.6,813.11
SO - 0002763,30-04-2014,33,Distributor,AXW291,14,2,10,247.9,2479,156.18
SO - 0002764,30-04-2014,36,Distributor,AXW291,24,11,11,2418.7,26605.7,1451.22
SO - 0002765,30-04-2014,27,Distributor,GUT930,36,5,7,167.5,1172.5,139.03
SO - 0002766,01-05-2014,21,Export,AXW291,6,13,7,2284.7,15992.9,1485.06
SO - 0002767,01-05-2014,22,Export,AXW291,22,13,8,1909.5,15276,1489.41
SO - 0002768,01-05-2014,18,Wholesale,AXW291,23,9,11,5494,60434,3296.4
SO - 0002769,01-05-2014,47,Distributor,NXH382,52,3,10,3886,38860,2137.3
SO - 0002770,01-05-2014,32,Wholesale,FLR025,62,2,7,234.5,1641.5,166.5
SO - 0002771,01-05-2014,38,Wholesale,AXW291,23,4,7,5205.9,36441.3,4372.96
SO - 0002772,01-05-2014,35,Wholesale,FLR025,62,11,6,1735.3,10411.8,1336.18
SO - 0002773,01-05-2014,12,Wholesale,AXW291,26,2,5,1025.1,5125.5,430.54
SO - 0002774,02-05-2014,2,Wholesale,AXW291,16,2,6,3886,23316,1981.86
SO - 0002775,02-05-2014,1,Wholesale,AXW291,19,4,12,984.9,11818.8,502.3
SO - 0002776,02-05-2014,43,Wholesale,NXH382,54,2,8,1065.3,8522.4,511.34
SO - 0002777,02-05-2014,10,Distributor,NXH382,55,9,11,5078.6,55864.6,3402.66
SO - 0002778,02-05-2014,3,Distributor,FLR025,61,12,5,207.7,1038.5,168.24
SO - 0002779,03-05-2014,20,Wholesale,AXW291,27,11,5,2264.6,11323,1585.22
SO - 0002780,03-05-2014,30,Distributor,AXW291,5,7,7,1909.5,13366.5,840.18
SO - 0002781,04-05-2014,30,Distributor,AXW291,26,11,5,1125.6,5628,765.41
SO - 0002782,04-05-2014,14,Wholesale,AXW291,30,10,10,5688.3,56883,4209.34
SO - 0002783,05-05-2014,41,Distributor,GUT930,32,1,5,167.5,837.5,117.25
SO - 0002784,05-05-2014,25,Distributor,AXW291,14,5,5,2224.4,11122,1668.3
SO - 0002785,05-05-2014,37,Distributor,AXW291,11,14,10,891.1,8911,686.15
SO - 0002786,05-05-2014,29,Distributor,NXH382,56,1,5,3685,18425,2726.9
SO - 0002787,05-05-2014,4,Distributor,AXW291,26,13,12,1005,12060,472.35
SO - 0002788,05-05-2014,19,Distributor,AXW291,26,2,7,1956.4,13694.8,782.56
SO - 0002789,05-05-2014,14,Wholesale,AXW291,14,4,11,3839.1,42230.1,1650.81
SO - 0002790,06-05-2014,38,Distributor,AXW291,15,2,9,1788.9,16100.1,948.12
SO - 0002791,06-05-2014,23,Distributor,FLR025,63,2,10,1092.1,10921,851.84
SO - 0002792,06-05-2014,43,Distributor,FLR025,63,11,8,1681.7,13453.6,992.2
SO - 0002793,07-05-2014,17,Wholesale,AXW291,5,2,7,1051.9,7363.3,841.52
SO - 0002794,07-05-2014,11,Distributor,AXW291,20,1,9,247.9,2231.1,99.16
SO - 0002795,07-05-2014,11,Wholesale,AXW291,1,5,12,3872.6,46471.2,2517.19
SO - 0002796,07-05-2014,16,Wholesale,AXW291,12,6,7,2559.4,17915.8,2047.52
SO - 0002797,07-05-2014,44,Distributor,AXW291,28,8,11,1782.2,19604.2,1461.4
SO - 0002798,07-05-2014,2,Export,AXW291,25,7,9,5440.4,48963.6,4352.32
SO - 0002799,07-05-2014,37,Export,NXH382,49,13,8,1286.4,10291.2,643.2
SO - 0002800,08-05-2014,2,Wholesale,AXW291,24,1,6,1098.8,6592.8,549.4
SO - 0002801,08-05-2014,7,Distributor,AXW291,1,2,6,1031.8,6190.8,412.72
SO - 0002802,08-05-2014,11,Distributor,AXW291,29,1,7,2559.4,17915.8,1612.42
SO - 0002803,08-05-2014,30,Wholesale,AXW291,17,1,7,1862.6,13038.2,1434.2
SO - 0002804,09-05-2014,28,Wholesale,FLR025,65,11,7,1085.4,7597.8,520.99
SO - 0002805,09-05-2014,29,Wholesale,FLR025,63,1,9,1802.3,16220.7,901.15
SO - 0002806,09-05-2014,9,Distributor,GUT930,36,13,9,1882.7,16944.3,1430.85
SO - 0002807,09-05-2014,4,Wholesale,AXW291,27,4,6,1916.2,11497.2,1226.37
SO - 0002808,09-05-2014,15,Wholesale,AXW291,18,10,9,991.6,8924.4,694.12
SO - 0002809,10-05-2014,48,Wholesale,AXW291,4,13,6,1809,10854,922.59
SO - 0002810,10-05-2014,26,Export,GUT930,34,8,5,891.1,4455.5,614.86
SO - 0002811,10-05-2014,45,Distributor,NXH382,59,13,10,254.6,2546,150.21
SO - 0002812,10-05-2014,26,Wholesale,FLR025,65,13,6,3149,18894,1322.58
SO - 0002813,10-05-2014,29,Wholesale,GUT930,43,7,12,3946.3,47355.6,1775.84
SO - 0002814,10-05-2014,5,Wholesale,NXH382,48,7,7,1701.8,11912.6,748.79
SO - 0002815,11-05-2014,4,Wholesale,GUT930,36,11,7,1011.7,7081.9,445.15
SO - 0002816,11-05-2014,20,Distributor,AXW291,28,10,8,871,6968,383.24
SO - 0002817,11-05-2014,47,Export,AXW291,29,1,5,1105.5,5527.5,442.2
SO - 0002818,11-05-2014,13,Wholesale,AXW291,23,5,11,6405.2,70457.2,4611.74
SO - 0002819,11-05-2014,11,Wholesale,FLR025,62,2,8,2398.6,19188.8,1798.95
SO - 0002820,12-05-2014,24,Export,GUT930,43,11,11,1112.2,12234.2,811.91
SO - 0002821,12-05-2014,26,Wholesale,NXH382,50,7,6,1936.3,11617.8,1103.69
SO - 0002822,12-05-2014,15,Wholesale,GUT930,46,2,9,1051.9,9467.1,452.32
SO - 0002823,12-05-2014,46,Wholesale,AXW291,16,13,9,1051.9,9467.1,662.7
SO - 0002824,12-05-2014,11,Wholesale,AXW291,2,3,8,1092.1,8736.8,589.73
SO - 0002825,12-05-2014,47,Wholesale,AXW291,1,10,5,3175.8,15879,1905.48
